PathwayID	PathwayTitle	Identifier	name	Ensembl	WPNodeIDType	CNVassociated	WPNodeID
WP4657	22q11.2 copy number variation syndrome	ENSG00000184058	TBX1	ENSG00000184058	ensembl	1	ENSG00000184058
WP4942	15q13.3 copy number variation syndrome	ENSG00000278696	RN7SL82P	ENSG00000278696	ensembl	1	ENSG00000278696
WP4906	3q29 copy number variation syndrome	ENSG00000125971	DYNLRB1	ENSG00000125971	ensembl	1	ENSG00000125971
WP4657, WP5406	13q12.12 copy number variation, 22q11.2 copy number variation syndrome	ENSG00000040608	RTN4R	ENSG00000040608	ensembl	1	ENSG00000040608
WP4932	7q11.23 copy number variation syndrome	ENSG00000077800	FKBP6	ENSG00000077800	ensembl	1	ENSG00000077800
WP4906	3q29 copy number variation syndrome	ENSG00000073598	FNDC8	ENSG00000073598	ensembl	1	ENSG00000073598
WP4657	22q11.2 copy number variation syndrome	CHEBI:63795	4-hydroxyretinoic acid		chebi	1	CHEBI:63795
WP4875, WP5398	Disruption of postsynaptic signaling by CNV, NRXN1 deletion syndrome	ENSG00000169760	NLGN1	ENSG00000169760	ensembl	1	ENSG00000169760
WP4657	22q11.2 copy number variation syndrome	ENSG00000169668	BCRP2	ENSG00000169668	ensembl	1	ENSG00000169668
WP3584	MECP2 and associated Rett syndrome	ENSG00000130830	MPP1	ENSG00000130830	ensembl	NA	ENSG00000130830
WP5402	10q22q23 copy number variation	ENSG00000062650	WAPAL, WAPL	ENSG00000062650	ensembl	1	ENSG00000062650
WP4657	22q11.2 copy number variation syndrome	WP2777	GLUT4 translocation, Translocation of GLUT4 to the Plasma Membrane, Translocation of SLC2A4  to the plasma membrane		wikipathways	1	WP2777
WP5405	13q12 or CRYL1 copy number variation	CHEBI:38083	Malonate		chebi	1	CHEBI:38083
WP4906	3q29 copy number variation syndrome	CHEBI:58779	CDP-choline, CDP-choline(1−)		chebi	1	CHEBI:58779
WP4932	7q11.23 copy number variation syndrome	ENSG00000143627	PKLR	ENSG00000143627	ensembl	1	ENSG00000143627
WP4905	1q21.1 copy number variation syndrome	ENSG00000181929	PRKAG1	ENSG00000181929	ensembl	1	ENSG00000181929
WP4932	7q11.23 copy number variation syndrome	ESCRT-I	ESCRT-I complex	ESCRT-I	ensembl	1	ESCRT-I
WP4657	22q11.2 copy number variation syndrome	ENSG00000238125	SLC9A3P2	ENSG00000238125	ensembl	1	ENSG00000238125
WP5398	NRXN1 deletion syndrome	ENSG00000198785	GRIN3A	ENSG00000198785	ensembl	1	ENSG00000198785
WP5402	10q22q23 copy number variation	ENSG00000148671	ADIRF	ENSG00000148671	ensembl	1	ENSG00000148671
WP4942	15q13.3 copy number variation syndrome	ENSG00000113262	GRM6	ENSG00000113262	ensembl	1	ENSG00000113262
WP5402	10q22q23 copy number variation	http://rdf.wikipathways.org/Pathway/WP5402_r129008/Complex/fd6d0	Shieldin complex		Complex	1	http://rdf.wikipathways.org/Pathway/WP5402_r129008/Complex/fd6d0
WP4875, WP4906	3q29 copy number variation syndrome, Disruption of postsynaptic signaling by CNV	ENSG00000075711	DLG1, DLGH1	ENSG00000075711	ensembl	1	ENSG00000075711
WP4942	15q13.3 copy number variation syndrome	ENSG00000274424	RN7SL196P	ENSG00000274424	ensembl	1	ENSG00000274424
WP5406	13q12.12 copy number variation	ENSG00000050748	JNK2, MAPK10, MAPK9, SAPK (MAPK9), c-Jun	ENSG00000050748	ensembl	1	ENSG00000050748
WP4657	22q11.2 copy number variation syndrome	WP497	Urea cycel and metabolism of amino groups, Urea cycle, Urea cycle and metabolism of amino groups		wikipathways	1	WP497
WP4932	7q11.23 copy number variation syndrome	ENSG00000160948	VPS28	ENSG00000160948	ensembl	1	ENSG00000160948
WP4932	7q11.23 copy number variation syndrome	ENSG00000124172	ATP5E	ENSG00000124172	ensembl	1	ENSG00000124172
