Ensembl	KEid	KEtitle	AOid	AOtitle	AOPid	AOPtitle
ENSG00000121691	https://identifiers.org/aop.events/177; https://identifiers.org/aop.events/1392; https://identifiers.org/aop.events/1969	N/A, Mitochondrial dysfunction 1; Oxidative Stress ; Increase, Oxidative Stress	https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/896; https://identifiers.org/aop.events/1941; https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/896; https://identifiers.org/aop.events/402	Impairment, Learning and memory; Parkinsonian motor deficits; Impairment, Learning and memory; Memory Loss; Parkinsonian motor deficits; Cognitive Function, Decreased	https://identifiers.org/aop/3; https://identifiers.org/aop/48; https://identifiers.org/aop/17; https://identifiers.org/aop/429; https://identifiers.org/aop/464; https://identifiers.org/aop/483; https://identifiers.org/aop/459	Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.; Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits; A cholesterol/glucose dysmetabolism initiated Tau-driven AOP toward memory loss (AO) in sporadic Alzheimer's Disease with plausible MIE's plug-ins for environmental neurotoxicants; Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory; Calcium overload in dopaminergic neurons of the substantia nigra leading to parkinsonian motor deficits; Deposition of Energy Leading to Learning and Memory Impairment; AhR activation in the thyroid leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals
ENSG00000121858	https://identifiers.org/aop.events/1825; https://identifiers.org/aop.events/1492	Increase, Cell death; Tissue resident cell activation	https://identifiers.org/aop.events/896; https://identifiers.org/aop.events/341	Parkinsonian motor deficits; Impairment, Learning and memory	https://identifiers.org/aop/464; https://identifiers.org/aop/17; https://identifiers.org/aop/483	Calcium overload in dopaminergic neurons of the substantia nigra leading to parkinsonian motor deficits; Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory; Deposition of Energy Leading to Learning and Memory Impairment
ENSG00000121879	https://identifiers.org/aop.events/381	Reduced levels of BDNF	https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/352	Impairment, Learning and memory; N/A, Neurodegeneration	https://identifiers.org/aop/12; https://identifiers.org/aop/13; https://identifiers.org/aop/54	Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development induces impairment of learning and memory abilities; Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development leads to neurodegeneration with impairment in learning and memory in aging; Inhibition of Na+/I- symporter (NIS) leads to learning and memory impairment
ENSG00000122133	https://identifiers.org/aop.events/960	Increased, Uptake of thyroxine into tissue	https://identifiers.org/aop.events/402	Cognitive Function, Decreased	https://identifiers.org/aop/152	Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity
ENSG00000122194	https://identifiers.org/aop.events/381	Reduced levels of BDNF	https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/352	Impairment, Learning and memory; N/A, Neurodegeneration	https://identifiers.org/aop/12; https://identifiers.org/aop/13; https://identifiers.org/aop/54	Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development induces impairment of learning and memory abilities; Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development leads to neurodegeneration with impairment in learning and memory in aging; Inhibition of Na+/I- symporter (NIS) leads to learning and memory impairment
ENSG00000122420	https://identifiers.org/aop.events/1738	SARS-CoV-2 cell entry 	https://identifiers.org/aop.events/1875	Cerebrovascular disease (stroke)	https://identifiers.org/aop/395	Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on pericytes leads to disseminated intravascular coagulation resulting in cerebrovascular disease (stroke)
ENSG00000122507	https://identifiers.org/aop.events/850	Induction, CYP1A2/CYP1A5	https://identifiers.org/aop.events/402	Cognitive Function, Decreased	https://identifiers.org/aop/459	AhR activation in the thyroid leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals
ENSG00000122585	https://identifiers.org/aop.events/383	Reduced, Presynaptic release of glutamate	https://identifiers.org/aop.events/341	Impairment, Learning and memory	https://identifiers.org/aop/13	Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development induces impairment of learning and memory abilities
ENSG00000122783	https://identifiers.org/aop.events/1841; https://identifiers.org/aop.events/352	Encephalitis; N/A, Neurodegeneration	https://identifiers.org/aop.events/1348; https://identifiers.org/aop.events/1363; https://identifiers.org/aop.events/1841; https://identifiers.org/aop.events/896; https://identifiers.org/aop.events/1348; https://identifiers.org/aop.events/1363; https://identifiers.org/aop.events/1583; https://identifiers.org/aop.events/1841; https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/352; https://identifiers.org/aop.events/896	Encephalitis; Increase, seizure; Increased, epilepsy; Parkinsonian motor deficits; Encephalitis; Impairment, Learning and memory; Increase, seizure; Increased, epilepsy; N/A, Neurodegeneration; Parkinsonian motor deficits; Sensory axonal peripheral neuropathy	https://identifiers.org/aop/374; https://identifiers.org/aop/471; https://identifiers.org/aop/12; https://identifiers.org/aop/281; https://identifiers.org/aop/374; https://identifiers.org/aop/450; https://identifiers.org/aop/471; https://identifiers.org/aop/48; https://identifiers.org/aop/500	Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on brain cells (neuronal and non-neuronal) leads to neuroinflammation resulting in encephalitis; Various neuronal effects induced by elavl3, sox10, and mbp; Inhibition of AChE and activation of CYP2E1 leading to sensory axonal peripheral neuropathy and mortality; Acetylcholinesterase Inhibition Leading to Neurodegeneration; Activation of MEK-ERK1/2 leads to deficits in learning and cognition via ROS and apoptosis; Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on brain cells (neuronal and non-neuronal) leads to neuroinflammation resulting in encephalitis; Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.; Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development leads to neurodegeneration with impairment in learning and memory in aging; Various neuronal effects induced by elavl3, sox10, and mbp
ENSG00000123384	https://identifiers.org/aop.events/1492	Tissue resident cell activation	https://identifiers.org/aop.events/341	Impairment, Learning and memory	https://identifiers.org/aop/17; https://identifiers.org/aop/483	Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory; Deposition of Energy Leading to Learning and Memory Impairment
ENSG00000123561	https://identifiers.org/aop.events/425; https://identifiers.org/aop.events/958; https://identifiers.org/aop.events/960; https://identifiers.org/aop.events/961; https://identifiers.org/aop.events/957	Decrease of Thyroidal iodide; Displacement, Serum thyroxine (T4) from transthyretin; Increased, Uptake of thyroxine into tissue; Increased, Clearance of thyroxine from serum; Binding, Transthyretin in serum	https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/402; https://identifiers.org/aop.events/402; https://identifiers.org/aop.events/402; https://identifiers.org/aop.events/402; https://identifiers.org/aop.events/402	Cognitive Function, Decreased ; Impairment, Learning and memory; Cognitive Function, Decreased; Cognitive Function, Decreased; Cognitive Function, Decreased; Cognitive Function, Decreased	https://identifiers.org/aop/134; https://identifiers.org/aop/54; https://identifiers.org/aop/152; https://identifiers.org/aop/152; https://identifiers.org/aop/152; https://identifiers.org/aop/458; https://identifiers.org/aop/152	Inhibition of Na+/I- symporter (NIS) leads to learning and memory impairment ; Sodium Iodide Symporter (NIS) Inhibition and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity; Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity; AhR activation in the liver leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity; Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity
ENSG00000124102	https://identifiers.org/aop.events/1493	Increased Pro-inflammatory mediators	https://identifiers.org/aop.events/341	Impairment, Learning and memory	https://identifiers.org/aop/17	Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory
ENSG00000124107	https://identifiers.org/aop.events/889	Impaired, Proteostasis	https://identifiers.org/aop.events/896	Parkinsonian motor deficits	https://identifiers.org/aop/3	Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits
ENSG00000124140	https://identifiers.org/aop.events/851	Decrease of GABAergic interneurons	https://identifiers.org/aop.events/341	Impairment, Learning and memory	https://identifiers.org/aop/54	Inhibition of Na+/I- symporter (NIS) leads to learning and memory impairment
ENSG00000124151	https://identifiers.org/aop.events/18	Activation, AhR	https://identifiers.org/aop.events/402	Cognitive Function, Decreased	https://identifiers.org/aop/458; https://identifiers.org/aop/459	AhR activation in the liver leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals; AhR activation in the thyroid leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals
ENSG00000124733	https://identifiers.org/aop.events/1983	Disruption, action potential	https://identifiers.org/aop.events/341	Impairment, Learning and memory	https://identifiers.org/aop/442	Binding to voltage gate sodium channels during development leads to cognitive impairment
ENSG00000124762	https://identifiers.org/aop.events/1262	Apoptosis	https://identifiers.org/aop.events/341	Impairment, Learning and memory	https://identifiers.org/aop/500	Activation of MEK-ERK1/2 leads to deficits in learning and cognition via ROS and apoptosis
ENSG00000124882	https://identifiers.org/aop.events/177; https://identifiers.org/aop.events/890; https://identifiers.org/aop.events/1738; https://identifiers.org/aop.events/52	N/A, Mitochondrial dysfunction 1; Degeneration of dopaminergic neurons of the nigrostriatal pathway; SARS-CoV-2 cell entry ; Decreased, Calcium influx	https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/896; https://identifiers.org/aop.events/1348; https://identifiers.org/aop.events/1363; https://identifiers.org/aop.events/1841; https://identifiers.org/aop.events/896; https://identifiers.org/aop.events/1875; https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/352	Impairment, Learning and memory; Parkinsonian motor deficits; Encephalitis; Increase, seizure; Increased, epilepsy; Parkinsonian motor deficits; Cerebrovascular disease (stroke); Impairment, Learning and memory; N/A, Neurodegeneration	https://identifiers.org/aop/3; https://identifiers.org/aop/48; https://identifiers.org/aop/3; https://identifiers.org/aop/471; https://identifiers.org/aop/395; https://identifiers.org/aop/12; https://identifiers.org/aop/13	Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.; Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits; Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits; Various neuronal effects induced by elavl3, sox10, and mbp; Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on pericytes leads to disseminated intravascular coagulation resulting in cerebrovascular disease (stroke); Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development induces impairment of learning and memory abilities; Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development leads to neurodegeneration with impairment in learning and memory in aging
